,A2M,AGL,ALL,ALQ,ALU,ALX,AMC,AMP,ANN,ANZ,APA,APT,AST,ASX,AWC,AZJ,BEN,BHP,BLD,BOQ,BPT,BSL,BXB,CAR,CBA,CCL,CGF,CHC,CIM,COH,COL,CPU,CSL,CTX,CWN,CWY,DMP,DOW,DXS,EVN,FBU,FLT,FMG,FPH,GMG,GOZ,GPT,HVN,IAG,IEL,ILU,IPL,JBH,JHX,LLC,MFG,MGR,MPL,MQG,NAB,NCM,NST,ORG,ORI,OSH,QAN,QBE,QUB,REA,RHC,RIO,RMD,S32,SAR,SCG,SEK,SGP,SGR,SHL,SKI,SOL,SPK,STO,SUN,SVW,SYD,TAH,TCL,TLS,TPM,TWE,VCX,VEA,WBC,WES,WOR,WOW,WPL,WTC,XRO
IPL,6.619333636944915e-05,0.0005475172841750469,0.0020547589751453797,0.0014646194074587925,0.0010158438808054871,0.0011078241644863092,0.0007518238556936866,0.0011845668458957074,0.0010124060664155321,0.001299401611267866,0.0007333652578807779,0.0032750222791466574,0.00019212889052823838,0.00043796263679653344,0.0011135408990447426,0.0012085307043779193,0.0009628683836638942,0.0008747945787843806,0.0019513978970556363,0.000736848832352835,0.0017931386969704,0.0009443605636213828,0.0007352828193309809,0.001286700714632766,0.0009750890951271756,0.0009141881054784428,0.0021991367024792392,0.001265191342510192,0.0011215255772110474,0.0009435345779244186,9.824531561969735e-06,0.0013260098250540693,0.0007563248200996015,0.0015105547253872818,0.001633616089619816,0.0008043369341105607,0.0006874679849379442,0.0016859074925152475,0.000863998284176472,0.0002529340904799221,0.0007356887430500232,0.0025924385240361334,0.0001186475118259408,0.0002046264057156198,0.0010402228090266097,0.0010252928271088767,0.001563810836823032,0.0012826152492432935,0.0009105641741345321,0.0013808217012988696,0.0006522202249357356,0.0021502734535520647,0.0007913095086512285,0.0014107961689187722,0.0013889431444561427,0.00200498799347975,0.001434912238401027,0.00035906479626092035,0.001488039945968493,0.0013153962340331257,0.0008324481598004002,0.00018610819045349,0.0017174829345931722,0.001375062482135656,0.0023712989523606747,0.0025596010759692577,0.0016014621098067354,0.0015350081358078056,0.0009200527859276349,0.0011099519468037527,0.0005669230567831229,0.0007209904690183245,0.0010291206633578904,0.0008519239029575928,0.001808020681025918,0.001451347819524918,0.00196211121956592,0.002498698146908458,0.001127791674192613,0.0003714552820826234,0.0006018157398897657,0.000720746495671644,0.0025246542248341837,0.0010639904001436015,0.001748196458547609,0.0016267580120531806,0.0012102789341600626,0.0013325347317669567,0.0006401051214281527,0.0006367742615814033,0.0008201205940079327,0.0015966216738567685,0.0011794861760311857,0.0012063596412212154,0.0007748898785511794,0.0023854412051603786,0.00030643200736583275,0.0016997881247719823,0.001524977503376057,0.0010119505649250251
JBH,7.588199572927924e-05,0.0006407394493113365,0.0012305510113567615,0.0008883236172812133,0.0005030096371601253,0.000685221548572743,-0.0002235495390068982,0.0003062992659043296,0.000794203838135567,0.0009641744970490326,0.00021522642542161916,0.0008108138238307346,-8.403100951875011e-05,0.00013353119537275516,0.0006681357647476903,0.0005517402028173675,0.0007320474622700888,0.00011480171113113708,0.00160734094433562,0.0006859586800915506,0.0013141759811130223,0.0008627761163527133,0.00015370875101772244,0.0009727086639560136,0.0008070433647247171,0.0010664075377280113,0.0018497967178998027,0.0014768675829888841,0.0003190470787354406,0.0009933295572997051,7.98153254514979e-05,0.000774786765076768,0.0007013332840977516,0.0007072968082312712,0.0009413718400946392,0.0005180855757585587,0.0007245023239785193,0.0014873400986265793,0.0010188037626591964,-9.1657061986035e-05,0.0007866178966762957,0.0021104709982591612,0.0004975751002936534,-0.0002553352211336627,0.000846061722897717,0.001101637414482764,0.0013268840429832706,0.001484621543086688,0.0005116567614930334,0.0016298984606528408,0.0003647584917726553,0.0007913095086512285,0.0021349849465118562,0.0010719406555238368,0.0014529778052355202,0.0008653979392114629,0.0011665185549005253,0.0004685697841281772,0.001236355668586525,0.0010933782421746947,-4.9028992757917e-06,-0.0001286303533116796,0.001162319493475964,0.0005505306634307392,0.0013236482031831701,0.0007088964458744438,0.0011411545357445758,0.0007416577475980276,0.0009761941279830497,0.0008853628947158097,0.0001420825186955339,0.0002791903133844189,0.0005060133128793192,-0.00018599248042961943,0.001707521253503267,0.0010954602799567034,0.0020574506652723903,0.0015915747626955713,0.000758619760169872,-9.780811150633099e-05,0.0004763934647560869,0.00019832667856386514,0.001307343970655129,0.0006105477131050587,0.000988755913739418,0.0004582800591814382,0.0012363618040122212,0.0006021279215394806,0.00040152190493379045,0.0005258796767801846,0.0006202195692086083,0.001810539973928525,0.0008219396108582966,0.0009784569578743752,0.0008824580087501268,0.001508811077775472,0.0003735044081355862,0.0008886759298612714,0.0008612278441441673,0.0008087582889435047
JHX,-8.211265493511871e-05,0.00043413429150696123,0.0018181553651458583,0.0015638526968886853,0.0008918876854881017,0.0011256559302740418,0.00044923855897921895,0.0009742993112068099,0.0010428042639001494,0.0012667653227584348,0.0004093206094989537,0.0026042441272680636,8.88350918972773e-06,0.00031396191911810804,0.000948608238891087,0.0009533910232791096,0.0006732499239096641,0.0005687515758652398,0.002142819445927833,0.0007878627232011225,0.0016710191419700537,0.0009237847161691847,0.0006014243132410274,0.0010180948679571436,0.0009116248621367022,0.0011986903499459714,0.00249456769844574,0.0016803239695813738,0.0007156001075995551,0.0009487893153497269,-2.8895704426270435e-05,0.001284620264072241,0.0006318142536244088,0.0013350319632120242,0.001245799404551201,0.0010833859218903241,0.0007947189157524909,0.0018266611109038972,0.0011052092485643067,0.00018182867068823459,0.0011404894243734322,0.002643811326830374,4.2306535653002364e-07,-3.376791058440781e-05,0.0011719107432603291,0.001350663306657135,0.0018503677895211398,0.0013257247172712408,0.0007066233745380171,0.0016797617623488543,0.0006440455787719933,0.0014107961689187722,0.0010719406555238368,0.002298027102235272,0.0017916706617980603,0.0017402759659716012,0.0016106014770491679,0.00026562289632538053,0.0017134710961706427,0.0012404784602339884,0.0008644791863343615,0.0005847434970216906,0.001673176007324826,0.0011365551671272526,0.002454959586314886,0.0018971606505725986,0.0014754220203148944,0.0012988536292547965,0.0010575494433555487,0.001087494527981376,0.00015066709753226934,0.0006206442467527271,0.0008132628536009914,0.00038450297089069136,0.002146612528213578,0.0011514544874273096,0.002230368347601797,0.002120016375633971,0.0011968795760279533,0.00014315121266694343,0.00045245483415661176,0.0007420425266772964,0.0023199756990248963,0.0010563303093819468,0.0014483416318943059,0.0012120863707456408,0.0013304245692067594,0.0010932777771098337,0.0006712349126387731,0.0006533169903314807,0.0006349827285856418,0.001955552812058683,0.00143239633271135,0.001184218769958931,0.0009596886642237859,0.0022902250564632645,0.0004005167394393475,0.0017223582929448878,0.0009849777679840398,0.0011890798619904144
LLC,0.0002359959669318702,0.0006843012364540437,0.00222986524914122,0.0016322709935021615,0.0013718551005482932,0.001270035571069322,0.0003665592938391978,0.0010959527363845361,0.0011248330241813696,0.0013870795817163164,0.00043793390009066297,0.002419469140407347,-9.783418480853512e-05,0.0002981627367323865,0.0010480341855379214,0.0009640809309216467,0.0007659778798285772,0.0003823552197815508,0.0026432248381586796,0.000891044809570533,0.0031149823632793837,0.001080975588875985,-2.2730269278783856e-05,0.0018548099595015995,0.0010422181917086675,0.001696771295830474,0.0030430043815032216,0.0021273998156308848,0.0009111524218690641,0.0013439735526533552,0.00018144530853980343,0.0016524080833591746,0.0009452574880638423,0.0014408336185878048,0.0013944658072361346,0.0016506793677592327,0.001010909606713709,0.0024477807594568694,0.0013755548149276377,0.00016263101886559715,0.001612375467480722,0.0033594594561197947,0.0004377467253355322,-0.00019513654505589324,0.0015630402571950798,0.0016900531691946285,0.0021103380200723824,0.0011238181178481784,0.0011454531413177484,0.0021624654599117733,0.0005962845803396073,0.0013889431444561427,0.0014529778052355202,0.0017916706617980603,0.004228663031656647,0.0018127272045966143,0.0018537551977613536,0.0006810850402480046,0.002260944430892419,0.0013126683964947755,0.0005488189899491773,0.0005765138089157579,0.002317276669181164,0.001167812356092214,0.0027198007828146595,0.0019644347475606177,0.0019229455006385435,0.0015088283093837318,0.001725478488399171,0.0011359830195858621,0.0003855917112277999,0.0007919509138275873,0.0006214640859808096,-0.00021453379873065926,0.0026461960422892792,0.0017766597610425544,0.0028728919009351713,0.002372251181533972,0.0015576294765044462,0.00010304841759748519,0.0007620433361350947,0.0009521037037167025,0.0027189411893488217,0.001221839464918496,0.0023739837066385407,0.0009205423197576135,0.0016457238764566958,0.0011921787465706388,0.0006174141787236219,0.0008274837408170857,0.0010932885916824942,0.0025988164171792077,0.0017701284763155796,0.001203917369987176,0.001204096161866868,0.002728265388623288,0.0005082648273777806,0.002010341661274006,0.0012346746669934894,0.001700544757197663
MFG,0.0005984207262483565,0.000933070808972039,0.0024487111294229334,0.00214373271806706,0.0016994470918759036,0.0016779440699217186,0.0010370166392575937,0.001737114289786361,0.0013137129024161543,0.0016699639382570216,0.0009293339048971425,0.004872829647704963,0.00027227761472746513,0.0009102320576022384,0.0015355220234854578,0.0015539955339334062,0.000984625586169485,0.0012738580216165641,0.0024853049744424692,0.0007080592079824484,0.0027366443168175734,0.0014907293016820948,0.001003475382396856,0.0019241947066918805,0.0012466655055487796,0.0012333259336231377,0.002531995702258143,0.001991113927840401,0.0014079399056998252,0.001416850803220932,0.00035677087776416784,0.0019302810039160745,0.0009897066191152963,0.002061045513347041,0.002061783344415386,0.0016880973383370983,0.0010954706066688693,0.0021737373820186934,0.001382531303749727,0.0007327720634815755,0.001087879000420655,0.003499326278197118,9.927535054053681e-05,0.0005160649565509396,0.0017030341896766199,0.001136549497964489,0.0019527702289736065,0.0019913105116062175,0.0010990584706751477,0.0025581346418580902,0.0012259810005665252,0.00200498799347975,0.0008653979392114629,0.0017402759659716012,0.0018127272045966143,0.004257055085057594,0.001839426049938138,0.0005838367586571498,0.0020741524977433397,0.0016006309082017744,0.001420425613603564,0.0013170972070819956,0.0021738730809182107,0.0015556969576952257,0.003353096060010143,0.0030812447844303843,0.002100307247135376,0.002257021648005892,0.0014397685145983118,0.0015171354407265978,0.0007715996034835173,0.0011204433370887962,0.0016186298688734705,0.0015078421607706278,0.0022358096524694037,0.0019113832777472555,0.0024294773156479928,0.0027980944277900322,0.00141236765528346,0.0004424011093093364,0.0010123992383083914,0.0010793036100366007,0.003238767874620935,0.0013850072277545,0.0023026183436020524,0.0019127164692154522,0.0014752316430696574,0.0018076271387386996,0.0008966579880459599,0.0007717153920972597,0.001016170870613876,0.0019686872336735924,0.0014115860895395258,0.0014702088791149733,0.0011570485616138337,0.003350369612173249,0.0007484304570810915,0.0025159499758660524,0.0028502343508018967,0.0016940756240650487
MGR,0.0001894912755994751,0.0005883407567570896,0.0021702099365746366,0.001289724720130325,0.0008186163205268072,0.0013272302573039102,0.0004318146233261756,0.0009617610687151899,0.001098748929935484,0.0012326638000887704,0.0006814459408360074,0.0029262773570123035,8.264182678088575e-05,0.0004480235231993839,0.0007729773769813889,0.0011133771308761105,0.0005904530829755946,0.0004645425646895907,0.002140987296001765,0.0006608758799252367,0.00169608919213229,0.0006827886039567416,0.0005343725467941695,0.0012585529728016765,0.0008633214646992317,0.0013274728231294586,0.0022395251767395722,0.0021069694205231473,0.0006948083124576307,0.0014109880854174877,5.757780893778758e-06,0.0010512417469413465,0.0009318500879986735,0.0017154671280774684,0.0016178884341543466,0.0012643277022932474,0.0009609630643017559,0.0018702456322057266,0.001595520924778095,0.0006563667178505299,0.0009004453353449608,0.0030257011734660753,5.327556146573364e-05,-3.439220834662149e-06,0.0015713154420395024,0.0015788005596631943,0.0024554266003793935,0.0013341667083380758,0.0009170994448668361,0.0018975600689400262,0.0008833637733724249,0.001434912238401027,0.0011665185549005253,0.0016106014770491679,0.0018537551977613536,0.001839426049938138,0.0023830868981083208,0.0005199120855922684,0.0017878427715607894,0.0012098290448411804,0.0013197499050129765,0.0007471554767776703,0.0017971281196208515,0.001414469604840335,0.0024153631264761284,0.0019927977313426654,0.001568076157702614,0.0014990484975468913,0.0011930853038451203,0.0013688735282707484,0.0003805189342076211,0.0005177432322319126,0.0005565493520146376,0.001385112353277839,0.0025119250139254176,0.0015151614742633212,0.0030781461009809956,0.0023170212465558893,0.0014998003603349166,0.0002524543097942989,0.0004734804114114433,0.0010580850336006497,0.0025747535755146775,0.0011411435968420073,0.0014675635184529983,0.0015179802206206111,0.001406576254945892,0.0015202051059578568,0.0009703164261764988,0.0009183371897886709,0.0004417663431775519,0.002482373779470575,0.001611435001280624,0.0011815129952915642,0.0009104520919743284,0.0025209120620678597,0.00036988554695084597,0.001820333108041485,0.0013157260227435457,0.0013609321551116657
MPL,1.894458355376463e-05,0.00019861347781771177,0.0005105855370308543,7.98336789304721e-05,0.0003212775941488125,0.00041231481925538103,0.00013481521978876045,0.000168276233844387,0.00042786209936449194,0.0005437303092581902,0.0003298320209315506,0.0006087675018164549,0.00016372019886526262,0.0003252823953694065,0.00015669764472278687,0.00041860054126330895,0.0002945656682558209,0.00010295581913900385,0.0006544040763212902,0.00018679429891651735,0.0005056114165960275,1.726303755778671e-05,8.90174522253641e-05,0.0003971100456510075,0.0004930112342265995,0.0003369307258291802,0.0007616951685221551,0.000463683194723024,0.00044666778031975574,0.0004705098971172016,0.0001117389415715279,0.00026448726219287856,0.00018727214502298575,0.0001383462947670708,0.00041433880116327455,0.00038561505910791123,9.0413059520916e-05,0.0005143728318645668,0.00041872332910898407,-2.2562005208540185e-05,0.00031083052556608957,0.0005985239543965365,-0.0001961924655234321,0.0001406329777238347,0.0004796208561136643,0.00035354278321537204,0.0005408537932934039,0.0004823451091212448,0.0005108591212883002,0.0005520494231531097,0.00018741595284810556,0.00035906479626092035,0.0004685697841281772,0.00026562289632538053,0.0006810850402480046,0.0005838367586571498,0.0005199120855922684,0.0009847837492681871,0.0005153299166890287,0.0004874224537667524,0.00027715462243141776,0.00017502550132014592,0.0004713409442521259,0.00035331635091853463,0.00037154460445950656,0.000508302969759919,0.0003908952172205329,0.0004015390801200484,0.0005441673422226067,0.00041708875293158375,0.00014365868797428844,0.00039128793973174135,0.0002633588311343839,0.00014488917540193908,0.0006153298764408513,0.0005815124184259707,0.0007535477581518242,0.0006267009440605006,0.00039507341258507837,0.00015267306450461007,0.0002689640491378036,0.0001462517148014983,0.0005524802533694135,0.00032340343126207097,0.0004728535059817591,0.0004279737545233772,0.0004027223036261479,0.0003746428167037057,0.0003366199389794293,0.000302222912977619,0.0003023717287642071,0.000744224344135837,0.00014234588276913052,0.0005869540408964861,0.0003614616212999867,0.00044902957357997793,0.00010174159385247426,0.0003910357533988374,0.0006561432855420264,0.00033133244177071744
MQG,0.00020372920452542745,0.0006711960769977411,0.002112034924840116,0.0015485266662152296,0.001059233978105229,0.0011857930722755,0.0003552070220552859,0.0013030791835764134,0.0012213582329708213,0.0014362043030312578,0.0005610877174666325,0.002846076848365996,2.756865408024318e-05,0.0003863679849038676,0.0010671240721857468,0.0009875350493998396,0.000833230866788337,0.0005845502793335037,0.0023410541684851624,0.0008541857715921346,0.002095700356919201,0.001173300753860388,0.00047958507389010295,0.001476411642737256,0.0011216400285334058,0.0013093457222579645,0.0028316865866333803,0.001931281993814516,0.0009888734689474416,0.0012701047328721046,0.0001813461029636744,0.0013876740915884703,0.0009103763232728457,0.0014139005940083525,0.0014663404564996283,0.0013861642282782883,0.0010439560170692392,0.0020568758555267143,0.001350469633194207,0.00034191619716482483,0.0012107652918565478,0.00302044008823281,0.0001551268171906889,6.355939561195356e-05,0.0014193781604709022,0.001453806635054933,0.0021141316344528917,0.0014067240800056098,0.0009639535231940154,0.002196165073267681,0.0009257018506909626,0.001488039945968493,0.001236355668586525,0.0017134710961706427,0.002260944430892419,0.0020741524977433397,0.0017878427715607894,0.0005153299166890287,0.0021089148701020893,0.001405901347397186,0.0007526422503912571,0.0005773250463998573,0.0018963878493970586,0.0011939861731253712,0.0025428682605636538,0.001976380615254905,0.0018253932395428352,0.0015312506471232752,0.001412362810852372,0.0013221395548594951,0.00045432592850927337,0.00057663937044998,0.0009381686350533361,0.0004556361612256795,0.0024112313188214694,0.001600166912961318,0.0026837191353463906,0.0022811093264973993,0.0014066013210849374,0.00018015613044327497,0.0007499935022080546,0.0007730845341684814,0.0024946886111278338,0.0011329179245844218,0.001747120652464305,0.0011611066382021273,0.0015484219724083263,0.0013175851431209411,0.0007110906333026567,0.000940205043141656,0.0005880484749741491,0.0023113235310715952,0.0014776099385339077,0.0013243356613127396,0.0010464036216740744,0.0026673532724568383,0.0004411758676880475,0.0018561260899343413,0.0012241019192224321,0.0013991586930543985
NAB,-6.606855075605752e-05,0.0005602561919431184,0.0015090398892883465,0.0010298328277576231,0.000718479220547914,0.0009763461958779963,0.00043694291866924615,0.0011642672113126085,0.0009462303399929659,0.0015332052088218163,0.0005335478067433841,0.002074894009494242,0.0001373151496831916,0.0002709277325972523,0.0009111642425613128,0.0007963902020218151,0.0012143848660676078,0.000514007988954478,0.0019897655929895703,0.0010519681463806087,0.0011791579862401181,0.00064922374056285,0.0005961564657651174,0.0010254757152283038,0.0012761196689922037,0.0009171522406468561,0.0024562360340043402,0.0014419966224528693,0.0006336646394848044,0.0006625892671691514,-0.00013805871929642148,0.0012382797584652937,0.0004987076018081473,0.0009974064606567538,0.0012081184402834024,0.0007298202947823724,0.0006113931011778289,0.0014922799472975954,0.0008268316322358473,0.0002722802389893936,0.0009794597783242234,0.002544835151563116,-0.000293302140177647,9.354927743919206e-05,0.0009507140924057687,0.0010570702241793637,0.0013779674641879345,0.0013438243430114538,0.0005356476306760876,0.0016915694519982324,0.0005697680327759645,0.0013153962340331257,0.0010933782421746947,0.0012404784602339884,0.0013126683964947755,0.0016006309082017744,0.0012098290448411804,0.0004874224537667524,0.001405901347397186,0.0016937133792817973,0.00037200282857844215,0.00025491921388305725,0.0012001648974101805,0.0009623111834851719,0.0019140027640274172,0.0018900491078985536,0.0013844300939019078,0.001171352940038148,0.00086275403628773,0.0010045965659859584,0.0001924504398467658,0.0005686619394044809,0.0006849236955098923,0.00043756194753345404,0.0017376346276814006,0.0013104431545926194,0.001956876569190216,0.0018224829669593987,0.0007280872434049495,0.00035362769846115054,0.0004938921736459493,0.00030977507106828963,0.0018521505492996217,0.000856215377461476,0.0012853525609528582,0.0010767396573127658,0.0010707688982005226,0.0009344376482648797,0.00048143126779498437,0.0005482623343418023,0.0004616778482608347,0.0016399355728713384,0.0010193481630055518,0.001536885178299159,0.000873900135815788,0.0016861738031120636,0.00033898405461025996,0.001312975772092467,0.0009449245020640123,0.0005329291670257972
NCM,0.00035402414394018744,0.0001877719978275263,0.0015206394480484628,0.0008338592461244056,0.0004716713785487445,0.0012525481335873784,0.00046369670670014235,0.0002973409186324927,0.000417573712557367,0.00040544762873692035,0.0007593329199008391,0.0034191539002034464,9.293823897112578e-05,0.0004904829342506171,0.0003869589911600269,0.0011935921955140085,-9.353839250990412e-05,0.0008337884877252701,0.0008225463731917009,-0.0001720810387721517,0.0012006183294688585,-5.541868266187949e-07,0.0005209291817663775,0.0005915906683927091,0.00016468115914202743,0.0005038130593735764,0.000664730836488954,0.001203255431675136,0.0001797732597017778,0.0006275036962010317,3.0666418234523587e-05,0.00039651786783289684,0.00048608531610143315,0.0008343626851619413,0.0011022659772181634,0.0008178433586389473,0.0005940047851147609,0.0008501758902737212,0.0009089621485910751,0.002044854693834828,-0.00024663327971196535,0.0016213576029584867,5.962901342078474e-05,2.2169712312563196e-05,0.0008016205304207244,0.0007193339870765988,0.0014846139822373582,0.0005078368337934983,0.0005866007421710439,0.0008764163615728275,0.0006277228998696145,0.0008324481598004002,-4.9028992757917e-06,0.0008644791863343615,0.0005488189899491773,0.001420425613603564,0.0013197499050129765,0.00027715462243141776,0.0007526422503912571,0.00037200282857844215,0.0026102692718937997,0.00227501436813193,0.0011393994359716038,0.0010875030762965412,0.0017008168674759068,0.0016185354726606987,0.0005998368808267976,0.001220410892884924,0.000642666144924913,0.0005205986286018387,0.0004576364076189673,0.0004658860419637238,0.0004990283138074551,0.0027783611355188154,0.0013925548874827367,0.0004803310361001473,0.0016176686217450299,0.0015450224717092984,0.0011014565670195268,0.00024071230965106485,-1.8325324084159206e-05,0.0011011850597068954,0.0019780385668095543,0.0007626271111626839,0.0005086169411712035,0.0016247891555196817,0.000494637382543143,0.0014473139612175253,0.0007939514678530288,0.0002676418060787382,0.00046972916088610256,0.0011317329491019287,0.0004056189353456906,0.00034141380107609624,0.0003355739505209638,0.0012929710131387249,0.0001737618223334126,0.0013586255834383708,0.0015249658951092284,0.0008913390312793686
NST,0.0001910464372900197,0.00034383572205293233,0.0005434871596183982,0.0009069600549875227,3.5499497858752806e-05,0.0012701147577254544,0.0007456177880436882,-0.0003356645788693441,-0.00018107244325702286,0.00027282276337843277,0.0007910215859907811,0.002163846205173348,0.0001943700880044729,0.0002835107556270689,0.0003352060455472621,0.0003143389918284186,-0.00026875410111720213,0.001119761469974983,0.0011048448496136151,-0.0001615542209568344,0.0009055476971523004,-5.9985424067397506e-05,0.00039015923324026944,0.0001896788534352351,0.0001060750298371715,0.0002764490385040564,0.0004130749251229815,0.0010626643925999324,-0.0006839671222394018,-0.00023969005631989425,0.00010057834250610593,0.0004437121573500354,-6.38116173542064e-05,0.000637853959820371,0.0004264452916855674,0.0011261524273490622,-8.726273121796445e-05,0.000556475068802763,0.0007629430738614176,0.002723521353039828,1.6669993295075964e-05,0.0009682402016189138,0.0005693443551851576,-0.0001324405609380913,0.0007336535712420573,0.0006303317125767893,0.0007733249194992947,-5.847259470942228e-06,1.7340875406772476e-05,0.00045187560160971486,0.0008487938898528437,0.00018610819045349,-0.0001286303533116796,0.0005847434970216906,0.0005765138089157579,0.0013170972070819956,0.0007471554767776703,0.00017502550132014592,0.0005773250463998573,0.00025491921388305725,0.00227501436813193,0.004962320996507019,0.0005968982094974685,0.0004326007577175218,0.0010654016957305423,0.0007698150242543673,0.00024524775529970346,0.0005657041207638564,0.0005570828516908541,7.537385065512398e-05,0.0004756043905258717,0.0006851100594382625,0.0003701726977903988,0.0034598088246114967,0.0011905070686083204,9.474282964949614e-05,0.0008905916434646065,0.0003916806060682726,0.00037260267162295255,0.00017231148243603388,-0.00015131348093214977,0.0006474815548334534,0.0012487253210310876,0.0005462180458288107,0.00010147368510673076,0.000848533654963932,7.185387641952531e-05,0.0008534145502063004,0.0004313461337733316,0.00011175111673904166,-0.00034576715455280607,0.0009784903598098534,-6.49693497413716e-06,0.00015514420092263792,5.774101181573829e-05,0.0007994918814226443,0.00011538915621608658,0.001015663928603888,0.0006357874032715333,7.048953824010144e-05
ORG,0.00028461336869936723,0.0008346458778096158,0.0024632805870709804,0.0018563217583542032,0.0011542634936891891,0.0013629388663228578,0.00044462276855225785,0.00112150855813995,0.001299462754884544,0.0012939768701718934,0.0006005278931780901,0.0039399246592966754,-9.851007840845346e-06,0.00040410410824508045,0.0011747706128084668,0.001446059748991955,0.0006802387802035607,0.0007772343134343067,0.0019700291384852396,0.0005980209787624037,0.0026313592087281287,0.0010993413295937507,0.0005116324856985534,0.0015386822302801936,0.0009319103032542777,0.0012572682948992662,0.002598889187136409,0.0017626503749609466,0.0012099248316199819,0.0015046027944936396,0.00014698070913209848,0.001532335064927144,0.0009636314932559354,0.001514494530713571,0.0018867650535707194,0.0014427796466105276,0.0009891932902189476,0.0021644447670139543,0.0012845763694697913,0.00047087361487540224,0.0009022687586918717,0.0032237093495903037,0.00028910462228105306,0.00011691205311005462,0.0013694254829668504,0.0014302000644997879,0.002134929230222831,0.0013550622011849812,0.001226030747223566,0.002204096739371037,0.0007779348276615575,0.0017174829345931722,0.001162319493475964,0.001673176007324826,0.002317276669181164,0.0021738730809182107,0.0017971281196208515,0.0004713409442521259,0.0018963878493970586,0.0012001648974101805,0.0011393994359716038,0.0005968982094974685,0.0024869471353569576,0.0015004757322064658,0.0029587800566787843,0.0024554484283989928,0.001833202075433469,0.0017712270673212347,0.001329672333151017,0.001191895072538453,0.0005287839636977937,0.0007370966039980599,0.0011694955673844868,0.0007075300960905199,0.0024648771130468135,0.0016577413320169314,0.0026928134459632998,0.002930392654900978,0.001567766226491834,0.00011581421550850373,0.0007739411580611553,0.0009479801196589427,0.0030045550484598,0.0012022759481566524,0.001945659331086817,0.0016058401561391525,0.0015472313541706416,0.001554701355507143,0.0007148754067305849,0.0007049851595172256,0.0008362159227210718,0.0022362314650343136,0.0013608057407964167,0.001123222147414316,0.0010445281336795007,0.003059204843838864,0.000445620007250815,0.002200807803405737,0.0018097768147735105,0.0017778704039806159
ORI,-1.5761483708614636e-05,0.0005202055750998839,0.0018000042873246474,0.0011521878268690282,0.0006700669603053971,0.0010091962191985926,0.0005933183647730355,0.0009252620283140214,0.0007858239110981448,0.0009662222865615555,0.0006420318145574125,0.002989956650476438,0.00014403996717302789,0.00036524875636539315,0.0009078079098949119,0.0011472620251991611,0.0006432764438921547,0.000643774523035496,0.0013540246957610825,0.0006007110344760079,0.0013550947470081546,0.0004433730240610945,0.0005665594834896151,0.0010188097668921861,0.0007175167515418666,0.0007764409091647252,0.0016909967727283396,0.001148497866066252,0.0009179078692936829,0.0010388514608663602,0.00010870720739357794,0.0010435367655704162,0.0006499909197719046,0.0012188137191145442,0.0014332638394810879,0.000706772196973767,0.0006459989117799083,0.0014554976309160135,0.0008517039486715659,0.0006645650361952448,0.00046660639052955417,0.00225297246688412,5.727307979484673e-06,5.1968678733490155e-05,0.001004644000899065,0.0009536339023650324,0.0015414061958010591,0.000920516084716558,0.0007375124071041502,0.0014676576215487374,0.0007356461830742369,0.001375062482135656,0.0005505306634307392,0.0011365551671272526,0.001167812356092214,0.0015556969576952257,0.001414469604840335,0.00035331635091853463,0.0011939861731253712,0.0009623111834851719,0.0010875030762965412,0.0004326007577175218,0.0015004757322064658,0.0015318592613514585,0.0020477177300205194,0.0020470631352031477,0.001137304643771848,0.0013673126069682366,0.000830817698130353,0.0009404564776369879,0.000436695641399179,0.0005297861443277781,0.0008126808431537375,0.0012339689585709388,0.001761022907419921,0.001169860783779552,0.0019212374801154373,0.0020938289122160317,0.0011171870585564851,0.00027446002579762226,0.000493835759331758,0.0008224026383335263,0.0021657946992624613,0.0008418090075553716,0.0010727969325107513,0.001498793063672513,0.001016258765697566,0.0012851517344118438,0.0006838682453574525,0.0005711187149290864,0.00039973511610983455,0.001560612346813811,0.0009631015818892903,0.0009097865804321221,0.0006251744848905041,0.0018637176852812985,0.00029649266105827754,0.0015452256605224472,0.0016145168559940533,0.0011304899254907055
